0.36089,0.36089,0.36089,0.36089,0.36089,0.36089
0.37495,0.37495,0.37495,0.37495,0.37495,0.37495
0.71294,0.71294,0.71294,0.71294,0.71294,0.71294
0.82668,0.82668,0.82668,0.82668,0.82668,0.82668
0.8348,0.8348,0.8348,0.8348,0.8348,0.8348
0.8918,0.8918,0.8918,0.8918,0.8918,0.8918
0.56615,0.75332,0.39446,0.46558,0.42096,0.46373
0.59909,0.65046,0.42136,0.52905,0.42674,0.45028
0.42426,0.6709,0.597,0.23576,0.55954,0.65352
0.75955,0.84689,0.89343,0.85749,0.8149,0.82208
0.6557,0.87022,0.72349,0.55317,0.67039,0.79279
0.83115,0.95648,0.82865,0.89884,0.84007,0.87407
0.50747,0.46047,0.5147,0.50032,0.48496,0.46568
0.44944,0.27674,0.45225,0.54784,0.46535,0.43473
0.51456,0.55235,0.8845,0.2242,0.55206,0.62457
0.70268,0.72269,0.78748,0.79683,0.79248,0.77801
0.74375,0.8463,0.89757,0.59033,0.64413,0.75696
0.90425,0.99201,0.85566,0.90871,0.84989,0.8836
0.30112,0.0019781,0.44013,0.43264,0.452,0.46974
0.31312,-0.062642,0.46251,0.5084,0.44067,0.39715
0.34216,0.54793,0.56559,0.10668,0.47745,0.60364
0.63252,0.57665,0.77119,0.67139,0.74507,0.73335
0.72897,0.92075,0.75594,0.55483,0.61377,0.82998
0.91749,0.98895,0.83205,0.92224,0.82504,0.9129
0.35047,-0.14255,0.44504,0.32192,0.46675,0.29665
0.29915,-0.19046,0.43641,0.39217,0.44199,0.22322
0.95477,0.41986,0.60247,0.032257,0.61963,0.57635
0.58908,0.43051,0.77222,0.56916,0.73224,0.71834
1.095,0.92561,0.74172,0.49497,0.67186,0.85668
0.9379,1.0147,0.82618,0.86256,0.8451,0.88768
0.30474,-0.24668,0.52254,0.21546,0.40321,0.19398
0.29836,-0.34954,0.47442,0.30955,0.38092,0.14134
0.78533,-0.0098278,1.0362,-0.025215,0.5829,0.52873
0.57083,-0.029942,0.6899,0.55826,0.72111,0.6803
0.94547,0.17043,1.1339,0.53532,0.70132,0.84825
0.94507,0.078732,0.85246,0.88531,0.81398,0.92456
0.22874,0.54252,0.30907,0.69296,0.11851,0.40714
0.25383,0.50286,0.32776,0.68349,0.17174,0.28002
0.064782,0.35255,0.44432,0.30173,0.47951,1.3096
0.26864,0.41814,0.58435,0.67325,0.67595,1.2107
0.73943,0.94888,1.109,0.60967,0.67378,0.85739
1.0297,1.0787,1.0143,0.90775,0.80772,0.85896
0.40497,-0.1573,0.47508,0.26063,0.43522,0.25256
0.37195,-0.19511,0.49385,0.32575,0.41961,0.18431
0.86745,0.31274,0.79914,0.011817,0.68154,0.53765
0.5627,0.37634,0.73832,0.59657,0.80809,0.71277
0.99273,0.91058,0.88344,0.60179,0.69184,0.82103
0.88982,0.97497,0.86882,0.94145,0.81647,0.91945
0.32926,-0.15095,0.4706,0.24984,0.50595,0.2551
0.33929,-0.18865,0.46681,0.30808,0.48337,0.17543
0.65039,0.37329,0.734,0.095913,0.99626,0.53877
0.65518,0.46454,0.78314,0.6002,0.7907,0.74338
0.7418,0.88927,0.78844,0.60012,0.90853,0.7883
0.86836,0.94812,0.85845,0.92092,0.91522,0.86275
0.4379,-0.049061,0.6516,0.5781,0.76031,0.56663
0.46744,-0.081671,0.60351,0.59556,0.82903,0.51213
0.41853,0.43859,0.73297,0.19217,0.79272,0.68747
0.72677,0.62307,1.0426,0.71445,0.98358,0.77868
0.67603,0.83296,0.71596,0.51456,0.68738,0.78631
0.89034,0.96379,0.82399,0.93796,0.81776,0.94014
0.73928,-0.060994,0.75437,0.68438,0.79142,0.62063
0.58031,-0.10159,0.72988,0.6839,0.82374,0.53937
0.67114,0.46273,0.40104,0.24539,0.65652,0.68092
0.67084,0.60249,0.95302,0.66895,0.93387,0.77709
1.0608,0.78677,0.71998,0.58679,0.63295,0.73261
0.84212,0.94344,0.80801,0.90079,0.83705,0.82122
1.0532,0.085739,1.2307,0.97501,1.084,0.90373
1.0676,0.043551,1.2615,1.0438,1.1212,0.85542
0.44403,0.69245,0.79983,0.28059,0.66554,0.73646
0.8064,0.74991,1.0625,0.80917,1.0726,0.79597
0.9494,0.78547,0.92296,0.49785,0.57589,0.85633
0.91738,0.95253,0.86329,0.90074,0.8119,0.96987
0.66858,0.24981,0.92635,0.70057,0.99589,0.81379
0.66907,0.095141,0.83825,0.72796,1.0083,0.65671
0.28972,0.99017,0.58662,0.36192,0.51277,0.73274
0.75685,0.97006,1.0353,0.72404,0.98468,0.77458
0.75167,1.1704,0.85426,0.5748,0.691,0.79939
0.83198,0.99253,0.92727,0.99217,0.84429,0.92761
