0.022248,-5.0949e-11,0.057503,0.018921,0.05324,0.062652
0.023115,-6.5564e-14,0.059743,0.019658,0.055315,0.065093
0.23572,0.20437,0.2854,0.23103,0.27939,0.29266
0.34946,0.31811,0.39914,0.34477,0.39314,0.4064
0.35758,0.32623,0.40726,0.35289,0.40125,0.41451
0.41458,0.38323,0.46426,0.40989,0.45825,0.47152
0.10056,0.28773,-0.071127,1.4917e-10,-0.04462,-0.0018539
0.070032,0.1214,-0.1077,1.492e-10,-0.10232,-0.078774
-0.17274,0.073892,8.0558e-10,-0.36125,-0.037461,0.056512
-0.087344,4.4411e-10,0.046537,0.010596,-0.031998,-0.024816
-0.067794,0.14673,8.0558e-10,-0.17032,-0.053104,0.069303
-0.042918,0.082404,-0.045422,0.024767,-0.033999,3.3022e-10
-2.8025e-16,6.72e-17,9.0625e-18,1.1409e-16,-3.6099e-17,1.1214e-17
-5.5283e-16,1.9252e-16,2.1731e-16,1.9656e-16,-1.4706e-16,-2.5636e-16
-4.9766e-16,1.1279e-16,-4.52e-16,2.3318e-16,1.7522e-16,2.3905e-16
1.0179e-17,1.1341e-17,1.4293e-16,-1.3288e-17,-1.2013e-16,-6.1669e-17
-1.6767e-16,6.5256e-18,-6.6223e-16,2.8185e-17,8.3339e-16,-2.4388e-17
-1.7753e-18,8.6291e-20,9.0927e-18,5.2483e-19,-1.9064e-18,-8.227e-18
-3.7396e-16,1.6645e-16,7.4923e-16,3.193e-16,4.6183e-16,-1.7121e-15
-1.4852e-16,1.3652e-16,4.1267e-16,1.0714e-16,5.4353e-16,-1.3463e-15
-4.9604e-16,1.7058e-16,9.5952e-16,5.4163e-16,1.2634e-17,-1.6134e-15
-3.6766e-20,3.2295e-20,1.5485e-19,4.2195e-20,1.3356e-19,-4.3904e-19
-6.2588e-16,2.0634e-16,8.6895e-16,4.0394e-16,5.7502e-16,-1.854e-15
-2.374e-16,1.1171e-16,7.0612e-16,2.8525e-16,4.0196e-16,-1.5711e-15
-1.1103e-15,1.1963e-16,2.6403e-16,5.4587e-16,-4.2179e-16,3.99e-16
-2.2099e-15,2.616e-16,5.1974e-16,1.1017e-15,-8.0692e-16,7.8698e-16
1.2293e-15,-1.8975e-16,-2.766e-16,-6.5293e-16,4.1547e-16,-4.5393e-16
-7.2667e-15,9.1541e-16,1.6537e-15,3.6548e-15,-2.5323e-15,2.5866e-15
5.5868e-16,-1.097e-16,-1.3745e-16,-3.4508e-16,1.9556e-16,-2.3612e-16
-6.0101e-15,7.5256e-16,1.3422e-15,3.0225e-15,-2.099e-15,2.1597e-15
3.5859e-17,-9.7081e-17,-1.1015e-15,5.3362e-17,4.1326e-16,8.369e-16
2.1436e-17,-1.0478e-16,-1.1635e-15,4.7835e-17,4.3715e-16,9.2481e-16
1.9104e-17,-3.3795e-17,-8.2083e-16,6.4712e-17,4.8444e-16,3.2744e-16
-6.5172e-18,8.2375e-17,9.5552e-16,-3.0137e-17,-3.6513e-16,-7.657e-16
3.0016e-17,-5.6066e-17,-1.2022e-15,5.6101e-17,7.1555e-16,5.2899e-16
-5.9326e-17,1.0212e-16,7.675e-16,-1.0231e-16,-1.1049e-17,-8.4447e-16
-2.2816e-16,-3.8956e-16,-5.2733e-17,-2.8493e-16,-9.3385e-16,1.6473e-15
-1.9228e-16,-2.3173e-16,3.9757e-17,-1.6507e-16,-6.2512e-16,1.0407e-15
9.2742e-17,1.1289e-16,-5.5827e-17,7.9667e-17,3.606e-16,-5.2637e-16
2.5861e-16,2.0441e-16,-1.6469e-16,7.5389e-17,7.0817e-16,-9.7462e-16
-1.3837e-16,-1.4122e-16,3.0823e-17,-1.185e-16,-3.7629e-16,6.6857e-16
-1.1427e-16,-5.2616e-17,1.0232e-16,-3.2064e-17,-2.4861e-16,3.3153e-16
-4.6987e-16,2.9589e-16,-4.8816e-16,-1.7894e-16,7.8503e-16,-2.6012e-16
-4.4206e-16,2.8211e-16,-4.809e-16,-1.6871e-16,7.5258e-16,-2.4563e-16
-6.4937e-16,3.8743e-16,-5.5359e-16,-2.4455e-16,1.0084e-15,-3.5578e-16
-1.1217e-16,9.5631e-17,-1.3566e-16,-7.3381e-17,1.5897e-16,-5.4883e-17
-7.5742e-16,3.6458e-16,-4.7789e-16,-1.8374e-16,1.1735e-15,-4.6075e-16
6.5792e-16,-3.3634e-16,4.7402e-16,1.6938e-16,-1.0625e-15,4.0791e-16
3.1523e-17,-6.6609e-18,-5.8164e-17,4.7705e-18,-1.5244e-17,6.0584e-17
-1.3079e-17,-2.8514e-17,6.8289e-17,-1.5708e-17,-2.1386e-16,2.5729e-16
3.7851e-17,-1.5766e-16,8.0002e-17,-1.8343e-17,-8.2048e-16,1.118e-15
-3.8697e-19,-3.2497e-20,9.3562e-19,3.4026e-20,5.6048e-20,-1.0802e-18
-7.8026e-17,-1.53e-16,3.7496e-16,-2.4663e-17,-9.9378e-16,1.1355e-15
-2.7778e-16,-5.3834e-17,7.0233e-16,-6.2481e-17,-7.5554e-16,5.8863e-16
8.0091e-16,2.5828e-17,1.1187e-15,-4.1479e-16,-1.2511e-15,-2.8761e-16
1.8458e-16,7.0005e-17,1.2837e-15,-3.0419e-16,-9.0666e-16,-3.6112e-16
5.7261e-16,-7.6023e-17,-6.6031e-16,-3.2018e-18,-2.1084e-17,2.2984e-16
-9.5145e-17,-1.6849e-16,-2.4687e-15,4.6917e-16,1.5411e-15,8.1922e-16
-6.501e-16,-1.019e-16,-1.922e-15,4.7876e-16,1.6003e-15,6.6169e-16
-1.14e-15,3.0188e-17,-4.1714e-16,3.4674e-16,1.1008e-15,5.7887e-17
-7.4921e-16,1.4198e-16,-3.2366e-16,2.8686e-16,5.7253e-16,-8.336e-17
-1.0502e-15,1.5309e-16,-2.7603e-16,4.1576e-16,5.4084e-16,7.536e-17
-9.6451e-16,1.1807e-16,-6.457e-17,3.6835e-16,2.6327e-16,1.9757e-16
1.8026e-18,-5.4827e-19,1.0152e-17,-4.3803e-19,-1.472e-17,1.3088e-17
-6.0909e-16,6.5891e-17,-1.5912e-18,2.2643e-16,9.3988e-17,1.8742e-16
2.338e-16,-3.4898e-17,7.625e-17,-1.0878e-16,-1.0591e-16,-3.5403e-17
8.5276e-17,3.7376e-17,-7.545e-17,-4.3627e-17,3.2448e-16,-4.4859e-16
4.4533e-17,1.9088e-17,-4.2719e-17,-2.1973e-17,1.7426e-16,-2.3986e-16
2.1147e-16,5.9992e-17,-2.6402e-16,-2.2211e-17,6.7543e-16,-9.037e-16
-1.7847e-16,-6.2546e-17,1.7245e-16,6.1436e-17,-6.5499e-16,8.8294e-16
1.7294e-16,4.7689e-17,-2.17e-16,-1.6847e-17,5.5075e-16,-7.4111e-16
1.882e-16,5.887e-17,-1.3554e-16,-9.4415e-17,6.4796e-16,-8.8646e-16
-5.927e-16,6.0713e-17,1.1461e-15,5.8527e-16,-9.9842e-16,-3.1784e-16
-5.2539e-16,4.1879e-17,9.8394e-16,5.0551e-16,-8.9779e-16,-1.9833e-16
7.2618e-16,-6.5313e-17,-1.3358e-15,-6.5423e-16,1.1468e-15,2.9937e-16
6.3612e-16,-6.7686e-17,-1.2499e-15,-6.2672e-16,1.0779e-15,3.6646e-16
6.5838e-16,-6.9688e-17,-1.2935e-15,-6.4866e-16,1.1154e-15,3.7839e-16
5.3264e-16,-5.3716e-17,-9.7327e-16,-5.377e-16,8.8534e-16,2.3992e-16
